market id,market symbol,market name,business day,session open,session high,session low,closing price,open interest,session trade volume,lifetime high,lifetime low
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-19,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-20,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-21,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-22,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-23,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-24,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-25,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-26,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-27,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-28,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-29,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-30,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-08-31,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-01,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-02,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-03,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-04,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-05,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-06,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-07,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-08,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-09,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-10,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-11,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-12,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-13,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-14,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-15,0.0,0.0,0.0,67.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-16,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-17,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-18,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-19,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-20,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-21,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-22,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-23,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-24,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-25,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-26,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-27,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-28,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-29,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-09-30,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-01,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-02,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-03,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-04,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-05,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-06,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-07,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-08,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-09,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-10,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-11,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-12,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-13,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-14,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-15,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-16,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-17,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-18,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-19,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-20,0.0,0.0,0.0,69.0,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-21,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-22,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-23,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-24,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-25,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-26,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-27,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-28,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-29,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-30,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-10-31,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-01,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-02,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-03,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-04,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-05,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-06,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-07,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-08,0.0,0.0,0.0,62.5,0,0,0.0,0.0
471530,ME.SENATE08.REP,Republican Party Candidate to Win,2007-11-09,0.0,0.0,0.0,62.5,0,0,0.0,0.0
